"origin","destination","arr_delay_time","num_of_flights","flight_time","distance","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"ATL","CVG",9.2977,14372,61.2273,373.0000,4.2813,0.4436,3.8273,0.0100,3.2409
"ATL","DAB",10.4810,9230,53.7378,366.0000,4.0654,0.4964,2.2568,0.0000,7.1742
"ATL","DAY",10.6899,9690,63.8264,432.0000,4.6048,0.4165,2.7811,0.0104,6.0287
"ATL","DCA",8.5952,29935,76.9902,547.0000,3.3875,0.3981,4.0127,0.0129,3.3643
"ATL","DEN",8.1947,22106,167.9516,1199.0000,4.5974,0.4472,3.5862,0.0057,3.6203
"ATL","DFW",9.8325,46890,111.3067,732.0000,3.7649,0.6786,4.0879,0.0023,5.8732
"ATL","DTW",9.7414,12879,88.1890,594.0000,4.0757,0.4064,3.4617,0.0000,4.8527
"ATL","EGE",5.7416,648,190.8636,1312.0000,4.0154,0.3253,4.9978,0.0000,1.4242
"ATL","ELP",9.8171,3566,175.0000,1282.0000,4.9802,0.4402,3.7161,0.0000,6.9135
"ATL","EWR",15.6659,22600,103.7769,745.0000,3.4727,0.4715,11.9766,0.0038,4.0236
"ATL","FAY",12.3488,43,48.8372,331.0000,1.8605,0.0000,5.0000,0.0000,2.5581
"ATL","FCA",1.3043,46,241.9130,1841.0000,3.2143,0.0000,3.5714,0.0000,1.4286
"ATL","FLL",9.5652,23973,82.9365,581.0000,4.5568,0.4767,3.7614,0.0080,3.5913
"ATL","GPT",4.8392,1516,56.8873,352.0000,3.2103,0.3817,2.6556,0.0000,4.2036
"ATL","GRR",2.2857,317,92.0942,640.0000,3.3028,0.2050,1.4732,0.0000,2.4826
"ATL","GSO",7.9740,12459,48.8452,306.0000,3.1807,0.2912,2.1530,0.0041,4.3212
"ATL","GSP",7.9528,7640,29.7498,153.0000,4.0436,0.3757,2.0704,0.0000,5.2464
"ATL","GUC",4.1176,18,188.2941,1301.0000,1.9444,0.0000,2.8333,0.0000,0.0000
"ATL","HDN",7.2599,280,195.3682,1340.0000,7.2956,0.0000,6.2266,0.0000,2.0690
"ATL","HNL",10.1335,3182,552.5294,4502.0000,7.8110,0.3766,5.4412,0.0144,2.1786
"ATL","HOU",7.2169,6686,104.4469,696.0000,3.2470,0.4237,3.2473,0.0214,3.2401
"ATL","HSV",9.9704,6070,30.2715,151.0000,3.5875,0.3871,2.3179,0.0000,6.0510
"ATL","IAD",10.1314,18082,77.1171,533.0000,4.1165,0.4114,4.3735,0.0064,4.4496
"ATL","IAH",11.7827,10657,102.0012,689.0000,4.3277,0.4410,5.1105,0.0090,6.0429
"ATL","ICT",25.1346,159,117.1218,781.0000,4.2327,0.4591,5.6164,0.0000,14.4906
"ATL","IND",8.9631,12240,65.3061,432.0000,4.1703,0.3632,2.6744,0.0039,4.8288
"ATL","JAC",8.6452,353,213.2493,1572.0000,5.9289,1.1130,5.4812,0.0000,5.4100
"ATL","JAN",11.2785,7560,54.1471,341.0000,4.0581,0.2832,2.5436,0.0000,6.8814
"ATL","JAX",8.1884,20911,42.6675,270.0000,4.3855,0.4805,2.4509,0.0044,3.3578
"ATL","JFK",14.9969,7480,104.1670,760.0000,6.2712,0.5718,10.3839,0.0168,2.2806
"ATL","LAS",10.0327,17306,232.5589,1747.0000,5.1783,0.6003,5.0398,0.0075,3.4642
"ATL","LAX",11.0095,23004,252.2219,1946.0000,5.7780,0.5238,5.4288,0.0123,3.2803
"ATL","LEX",12.5791,3983,47.5657,303.0000,4.1229,0.7422,2.7174,0.0000,8.0693
"ATL","LGA",13.9677,37068,104.8257,761.0000,3.6421,0.4060,10.4182,0.0058,3.8582
"ATL","LGB",-11.7763,456,68.0943,1933.0000,1.2519,0.0000,1.3247,0.0208,1.5922
"ATL","LIT",9.9529,6342,69.6460,453.0000,4.0300,0.6359,2.6232,0.0000,6.1504
"ATL","MCI",8.1757,17691,103.7588,692.0000,3.9257,0.4639,2.6957,0.0061,4.4578
"ATL","MCO",9.6518,27719,59.3457,403.0000,4.8862,0.4441,2.9195,0.0043,3.8966
"ATL","MDW",9.0049,4334,84.8016,590.0000,2.5308,0.2030,4.1653,0.0000,4.4636
"ATL","MEM",9.3313,13118,55.1170,332.0000,3.2346,0.2964,2.7828,0.0000,5.5593
"ATL","MHT",10.3255,2249,121.6339,952.0000,4.1609,0.6249,2.4937,0.0000,5.9638
"ATL","MIA",9.1277,32603,83.3398,595.0000,4.2388,0.4545,3.1043,0.0079,4.9517
"ATL","MKE",6.8789,6080,96.4431,669.0000,3.5829,0.3502,2.5259,0.0137,3.9998
"ATL","MLB",9.0905,6576,63.2110,443.0000,3.5678,0.3625,1.9237,0.0000,6.1135
"ATL","MOB",10.5788,6314,49.9000,302.0000,3.7107,0.4610,2.5794,0.0000,6.1603
"ATL","MSP",11.1933,10921,131.4357,906.0000,4.8658,0.4831,4.5603,0.0000,5.3482
"ATL","MSY",8.3943,18081,68.2677,425.0000,4.2006,0.3947,2.5212,0.0021,4.8117
"ATL","MTJ",4.4865,40,199.3784,1352.0000,7.9091,0.1818,4.5455,0.0000,4.1364
"ATL","MYR",12.7483,594,46.8044,317.0000,4.4024,0.6717,2.3552,0.0000,7.2778
"ATL","OAK",8.0954,4061,277.1878,2130.0000,3.8339,0.5693,4.2355,0.0000,3.2693
"ATL","OGG",7.3216,173,552.0000,4431.0000,2.6994,0.2081,7.8035,0.0000,0.7399
"ATL","OKC",8.9460,4040,109.1981,761.0000,3.8747,0.3456,3.0414,0.0000,5.0472
"ATL","OMA",9.1055,1577,118.8536,821.0000,3.2792,0.5090,3.2510,0.0000,4.2439
"ATL","ONT",10.5979,5329,247.8952,1900.0000,5.6211,0.7403,4.3309,0.0043,4.7035
"ATL","ORD",15.1874,41638,94.5033,606.0000,3.9734,0.4209,10.9549,0.0006,5.8826
"ATL","ORF",9.3089,13545,69.1814,516.0000,4.1828,0.5387,2.4646,0.0039,4.7903
"ATL","PBI",9.7462,18272,76.1021,545.0000,4.5076,0.5701,2.9109,0.0028,4.3112
"ATL","PDX",10.5411,6516,284.5669,2172.0000,5.2775,0.8073,5.0552,0.0379,3.5815
"ATL","PHF",6.5661,1590,71.2681,508.0000,3.7211,0.5835,1.8860,0.0000,5.5176
"ATL","PHL",12.5803,22679,95.2263,665.0000,3.9367,0.3330,8.2410,0.0076,4.3130
"ATL","PHX",7.5362,12309,217.2336,1587.0000,4.3815,0.5303,3.9217,0.0000,3.6088
"ATL","PIT",9.2361,13279,72.7994,526.0000,4.1861,0.3429,2.7065,0.0129,5.6664
"ATL","PNS",10.1706,13368,46.4277,272.0000,4.2222,0.5730,2.4293,0.0068,6.2996
"ATL","PSP",2.8850,798,251.5601,1840.0000,2.6785,0.2906,2.8909,0.0000,3.1770
"ATL","PVD",9.3073,6627,114.1729,903.0000,3.8227,0.4279,2.6653,0.0084,4.4815
"ATL","PWM",8.0240,2046,127.1608,1027.0000,3.0096,0.4639,2.9801,0.0000,4.4669
"ATL","RDU",7.8216,20987,54.9721,356.0000,4.0204,0.4466,2.6215,0.0020,3.8613
"ATL","RIC",8.5074,13451,66.3939,481.0000,4.1180,0.3505,2.5750,0.0098,4.9093
"ATL","RNO",16.7521,1197,265.1210,1993.0000,7.6805,1.6436,4.1151,0.0000,7.8186
"ATL","ROC",7.8228,2096,98.0991,749.0000,6.0927,0.7512,2.8161,0.0000,8.3462
"ATL","RSW",8.2112,17145,73.1507,515.0000,4.1606,0.5307,2.6064,0.0020,3.6097
"ATL","SAN",8.3067,12309,248.9868,1891.0000,4.6985,0.5050,4.4442,0.0055,3.0984
"ATL","SAT",10.3413,12148,125.5777,874.0000,4.2581,0.4395,3.3186,0.0000,6.0717
"ATL","SAV",8.8847,18488,36.3441,215.0000,3.7530,0.4498,2.2589,0.0024,4.9361
"ATL","SDF",10.7129,9677,52.8448,321.0000,4.8593,0.4597,2.6997,0.0000,6.4412
"ATL","SEA",9.1649,10984,288.6948,2182.0000,5.4691,0.6066,5.2317,0.0109,3.0981
"ATL","SFO",9.4909,16508,280.4259,2139.0000,5.2941,0.5333,5.5758,0.0015,3.0248
"ATL","SHV",0.6667,54,83.8704,552.0000,NULL,NULL,NULL,NULL,NULL
"ATL","SJC",7.9018,4751,280.0492,2116.0000,4.6436,0.5798,4.4543,0.0054,3.2138
"ATL","SJU",6.5805,8465,183.6586,1547.0000,4.0900,0.4430,3.1014,0.0000,2.3411
"ATL","SLC",9.6813,17274,215.0548,1589.0000,4.7622,0.5461,4.5949,0.0244,2.8198
"ATL","SMF",9.8563,5359,274.8913,2092.0000,5.2478,0.8023,4.1465,0.0176,3.7814
"ATL","SNA",5.1685,8525,253.2039,1919.0000,3.5450,0.2874,3.9557,0.0000,2.4060
"ATL","SRQ",8.1735,11287,63.5215,445.0000,3.7921,0.4513,2.1799,0.0045,4.8251
"ATL","STL",8.3887,12061,77.4973,483.0000,4.0445,0.3834,3.1114,0.0049,4.6755
"ATL","STT",3.7950,2731,188.6434,1599.0000,2.4600,0.2691,2.7072,0.0000,1.4102
"ATL","STX",2.5973,221,198.4887,1638.0000,3.5952,0.0000,1.5095,0.0000,2.3095
"ATL","SYR",12.3052,3557,102.4037,793.0000,4.1693,0.4507,2.5594,0.0000,6.8157
"ATL","TLH",7.8546,9306,37.2659,223.0000,3.5533,0.5066,1.8237,0.0184,4.5365
"ATL","TPA",9.5192,24705,59.7485,406.0000,4.4225,0.5191,2.5776,0.0107,4.2592
"ATL","TUL",9.4977,2868,98.6383,674.0000,3.7828,0.3501,2.9194,0.0000,4.0473
"ATL","TUS",9.7102,4723,208.4520,1541.0000,4.8824,0.5702,3.7055,0.0242,5.6361
"ATL","TYS",10.8133,6568,28.4946,152.0000,4.0189,0.4353,2.5351,0.0000,6.3776
"ATL","VPS",7.7095,5845,42.5931,264.0000,3.1722,0.2138,2.1603,0.0000,4.6762
"CVG","ABQ",2.0969,3560,171.6987,1240.0000,2.8464,0.4250,2.3655,0.0332,1.9266
"CVG","ALB",5.3508,1739,82.6294,623.0000,3.1688,0.3194,2.2046,0.0000,2.0972
"CVG","ANC",14.6811,254,399.5669,3110.0000,6.4756,0.5111,7.9200,0.0000,6.8889
"CVG","ATL",8.9392,17256,67.3373,373.0000,2.4448,0.3102,7.9382,0.0231,1.8400
"CVG","AUS",2.3223,1698,136.6659,958.0000,2.4266,0.2126,2.5283,0.0000,1.5404
"CVG","BDL",4.3176,6181,88.4259,661.0000,2.7320,0.3647,2.0525,0.0140,2.2562
"CVG","BHM",4.3013,1448,60.8479,396.0000,3.3639,0.4195,1.9730,0.0000,2.2723
"CVG","BNA",4.7775,790,42.3721,230.0000,2.8075,0.1507,1.4537,0.0000,1.5060
"CVG","BOS",2.9770,8204,101.1585,752.0000,1.8180,0.3536,4.4793,0.0162,1.3997
"CVG","BUF",-3.1619,105,61.1238,410.0000,1.4190,0.0000,0.2762,0.0000,0.4286
"CVG","BWI",4.6010,4053,65.3461,430.0000,2.2932,0.2707,3.3784,0.0000,2.4577
"CVG","CLE",5.7083,3057,41.4671,221.0000,3.0999,0.5016,2.3072,0.0000,2.4402
"CVG","CMH",2.7238,3931,27.5181,116.0000,2.2817,0.2530,1.1067,0.0101,2.5561
"CVG","DAB",4.0455,22,96.2727,711.0000,NULL,NULL,NULL,NULL,NULL
"CVG","DCA",1.6200,7419,61.6357,411.0000,1.8298,0.2935,2.4780,0.0308,1.0654
"CVG","DEN",5.2017,6486,152.7556,1069.0000,2.9494,0.3483,3.0867,0.0182,3.6850
"CVG","DFW",4.6395,4499,118.5077,812.0000,3.1382,0.3571,3.2272,0.0148,1.9572
"CVG","DTW",0.2632,95,43.5053,229.0000,NULL,NULL,NULL,NULL,NULL
"CVG","EGE",2.8505,112,175.1776,1189.0000,4.9324,1.4054,4.4595,0.0000,0.2838
"CVG","EWR",12.2796,4165,89.2328,569.0000,1.9940,0.1470,12.1491,0.0000,1.4651
"CVG","FLL",4.9397,4049,129.5641,932.0000,2.9433,0.2453,3.9917,0.0337,2.0440
"CVG","GRR",1.6494,715,44.2141,268.0000,1.4085,0.3787,1.2019,0.0000,0.9030
"CVG","GSO",7.1131,865,52.5901,330.0000,3.2696,0.4869,3.2526,0.0000,2.0524
"CVG","HDN",2.8750,16,173.5000,1202.0000,1.0000,0.0000,0.0000,0.0000,4.5625
"CVG","HNL",3.5770,1176,546.4858,4433.0000,5.5527,0.5808,3.8520,0.0000,0.0357
"CVG","IAD",11.3960,465,60.7114,388.0000,3.1860,0.4448,6.5581,0.0000,3.3808
"CVG","IAH",5.2320,333,129.5110,871.0000,2.1201,0.2252,5.3934,0.1111,0.5375
"CVG","IND",4.1784,1239,23.8257,98.0000,2.5970,0.1430,1.9294,0.0000,1.8329
"CVG","JAC",7.8689,64,196.2131,1386.0000,2.3273,1.9636,3.7455,0.0000,5.8000
"CVG","JAX",6.3836,2089,84.0190,614.0000,3.4561,0.4572,2.2486,0.0209,2.9281
"CVG","JFK",16.7390,3310,92.6091,589.0000,3.0296,0.4001,16.7791,0.0000,0.8760
"CVG","LAS",4.8716,7579,226.7142,1678.0000,3.0396,0.4433,4.0571,0.0121,2.5794
"CVG","LAX",5.6810,8979,250.6962,1900.0000,3.1059,0.5085,4.8500,0.0188,2.2646
"CVG","LEX",4.5701,1686,18.1389,70.0000,2.4665,0.3527,1.6674,0.0000,1.8868
"CVG","LGA",7.3315,9077,88.7973,585.0000,2.0818,0.1828,8.9052,0.0118,1.5097
"CVG","MCI",2.2487,3067,82.7136,539.0000,2.7417,0.3703,1.8078,0.0146,2.3072
"CVG","MCO",3.9562,8283,101.4095,756.0000,2.5512,0.4453,2.5015,0.0058,1.9856
"CVG","MHT",5.8790,2086,95.6020,741.0000,3.3597,0.6611,2.6280,0.0000,2.1300
"CVG","MIA",2.4158,1614,129.4639,948.0000,2.3356,0.1962,2.5878,0.0437,2.0171
"CVG","MKE",3.6492,2529,55.4651,318.0000,2.6654,0.3520,1.3228,0.0000,1.3257
"CVG","MSP",3.2948,2239,101.2748,596.0000,2.3550,0.3409,3.6721,0.0000,1.2134
"CVG","MSY",5.5934,3652,100.3716,700.0000,3.1693,0.2502,2.7325,0.0097,1.8278
"CVG","ORD",11.4765,9097,51.5760,264.0000,3.0366,0.2258,12.0176,0.0183,3.1142
"CVG","ORF",5.5904,1241,65.6902,485.0000,3.0273,0.4667,2.1566,0.0000,1.8566
"CVG","PBI",7.6706,2075,118.7038,892.0000,3.3390,0.8708,2.5979,0.0530,2.5386
"CVG","PDX",4.2053,4341,260.7108,1975.0000,2.8671,0.5935,3.0318,0.0050,2.4518
"CVG","PHL",8.3843,3925,79.3147,507.0000,1.6977,0.4229,8.4475,0.0087,1.1117
"CVG","PHX",2.4794,5422,216.4817,1569.0000,2.6034,0.4408,3.0431,0.0000,2.3424
"CVG","PIT",5.8760,621,42.1485,256.0000,3.8340,0.5019,2.0772,0.0000,4.1834
"CVG","PVD",2.4562,2391,95.5108,722.0000,2.6573,0.3518,1.8037,0.0144,1.4753
"CVG","PWM",3.8208,2031,100.5618,810.0000,2.0596,0.1648,2.3829,0.0000,1.7658
"CVG","RDU",3.5410,3323,57.2199,390.0000,2.8057,0.3674,1.8330,0.0000,1.2872
"CVG","RIC",6.3981,1061,58.2933,413.0000,3.2055,0.6945,1.8099,0.0000,2.9088
"CVG","RSW",4.7163,3597,117.8201,879.0000,3.4865,0.5191,2.3734,0.0000,2.4851
"CVG","SAN",3.2876,4145,249.4741,1865.0000,2.5341,0.4567,3.7813,0.0268,1.9076
"CVG","SAT",5.2572,1986,145.8950,1024.0000,3.3557,0.2019,2.7328,0.0000,2.5754
"CVG","SDF",3.6106,1080,21.4211,83.0000,2.6580,0.3370,0.8407,0.0000,1.9716
"CVG","SEA",4.4699,5874,264.8997,1964.0000,3.2787,0.4538,3.8112,0.0063,2.6178
"CVG","SFO",3.1119,6034,269.5553,2036.0000,2.8677,0.4635,4.5862,0.0179,1.6127
"CVG","SJU",18.0227,44,225.0000,1808.0000,11.3182,0.1818,7.7727,0.0000,0.0000
"CVG","SLC",4.8800,12275,201.9037,1449.0000,3.3240,0.4011,3.3011,0.0176,1.4954
"CVG","SMF",22.0000,1,269.0000,1977.0000,0.0000,0.0000,22.0000,0.0000,0.0000
"CVG","SNA",4.7675,1429,251.8060,1877.0000,4.0929,0.5726,3.8257,0.0000,1.6631
"CVG","SRQ",1.7143,311,110.7608,812.0000,2.5723,0.7299,2.5402,0.0000,0.7814
"CVG","STL",6.9206,960,60.4195,307.0000,3.9208,0.6333,2.5729,0.0813,3.7500
"CVG","SYR",4.8817,94,70.5376,527.0000,NULL,NULL,NULL,NULL,NULL
"CVG","TPA",4.4182,7321,105.5183,773.0000,3.2095,0.3640,2.4219,0.0064,2.2563
"CVG","TUS",0.3932,120,218.4103,1548.0000,NULL,NULL,NULL,NULL,NULL
"DEN","ABQ",7.5160,10486,52.3784,349.0000,4.0238,0.5322,1.9516,0.0044,7.6962
"DEN","AMA",-2.8337,845,51.1698,358.0000,9.4344,0.9140,3.7692,0.0407,12.4661
"DEN","ANC",13.4089,1876,309.2861,2406.0000,4.7067,1.0306,4.4833,0.0052,7.7333
"DEN","ATL",5.7891,20867,145.0114,1199.0000,3.2364,0.3175,4.3177,0.0000,3.5948
"DEN","AUS",8.8036,4488,102.2932,775.0000,4.6687,0.6110,3.1281,0.0000,8.9458
"DEN","BIL",10.9445,4677,66.8276,455.0000,4.7650,0.5236,1.9973,0.0000,9.1229
"DEN","BNA",5.0293,1336,123.3629,1013.0000,4.6951,0.1491,2.5230,0.0068,9.8211
"DEN","BOI",10.6149,6503,96.8966,649.0000,4.8456,0.7159,2.0791,0.0000,8.5841
"DEN","BOS",9.9523,13931,213.8828,1754.0000,3.3753,0.3937,4.7421,0.0017,7.9763
"DEN","BUR",13.7313,2167,125.0791,850.0000,4.1506,0.5938,2.4632,0.0000,12.0941
"DEN","BWI",8.4967,12322,174.9997,1491.0000,3.4922,0.5246,3.5231,0.0003,7.2156
"DEN","BZN",9.1696,337,80.3958,525.0000,21.7738,0.5952,6.4881,0.0000,21.6429
"DEN","CLE",5.6595,2143,145.5143,1201.0000,2.7929,0.4988,2.0000,0.0000,6.1518
"DEN","CLT",7.8777,4325,163.2385,1337.0000,3.6942,0.4563,2.5276,0.0000,5.7764
"DEN","CMH",6.1940,3546,139.4105,1155.0000,3.6053,0.4765,1.8183,0.0000,5.7651
"DEN","COS",3.6459,3598,17.4804,72.0000,2.0850,0.4410,1.7616,0.0000,3.8915
"DEN","CVG",2.8945,6471,133.0306,1069.0000,2.7841,0.1088,2.3052,0.0000,2.4088
"DEN","DCA",6.9419,1640,171.9666,1476.0000,3.2696,0.4355,3.4761,0.0000,4.5761
"DEN","DFW",7.9003,37939,86.8556,641.0000,2.8136,0.7175,3.7614,0.0090,6.1881
"DEN","DSM",7.7971,5935,75.4074,589.0000,4.0232,0.4514,2.0796,0.0000,7.2878
"DEN","DTW",7.4414,4656,139.2940,1123.0000,3.1843,0.3378,2.3476,0.0000,6.1586
"DEN","EGE",16.6143,1391,28.5097,121.0000,6.8669,1.7305,2.6703,0.0209,9.6937
"DEN","EWR",15.6542,7701,192.5216,1605.0000,3.1761,0.3653,13.7990,0.0000,6.4298
"DEN","FLL",11.1184,2436,202.7853,1703.0000,4.2229,0.2602,4.3816,0.0081,6.3950
"DEN","FSD",8.3002,945,66.7819,483.0000,11.0955,0.6366,2.5836,0.0000,18.9257
"DEN","GEG",10.0390,5889,119.5127,836.0000,4.4993,0.6285,2.3491,0.0000,7.3717
"DEN","GRR",18.0642,110,126.1560,1014.0000,11.6977,4.5349,9.7209,0.0000,29.6744
"DEN","GUC",14.6711,313,34.9046,152.0000,8.6260,3.1260,2.8898,0.0000,6.0276
"DEN","HDN",14.1554,691,31.7323,142.0000,6.6622,0.9498,2.6120,0.0000,9.2568
"DEN","HNL",5.2068,2162,413.5640,3365.0000,6.3231,0.8407,4.4025,0.0000,2.9660
"DEN","HOU",1.6144,2249,117.1955,883.0000,2.7830,0.3919,2.9267,0.0385,7.3711
"DEN","IAD",7.0323,17535,168.3204,1452.0000,4.4161,0.3738,3.2311,0.0007,5.3366
"DEN","IAH",9.4315,8543,116.4357,861.0000,4.1076,0.5547,4.1255,0.0000,6.4301
"DEN","ICT",10.4262,4711,57.8380,419.0000,4.3496,0.4319,2.3549,0.0000,9.2839
"DEN","IND",5.6667,3923,119.1966,977.0000,3.7034,0.2747,2.1348,0.0000,5.8720
"DEN","JAC",11.7346,4179,64.1939,406.0000,4.9130,0.7920,1.8390,0.0000,9.3687
"DEN","JFK",10.7638,5245,268.4798,1626.0000,2.1869,0.4170,8.5413,0.0561,7.8680
"DEN","KOA",6.7380,280,416.2325,3329.0000,7.7130,0.4435,5.2609,0.0000,3.3391
"DEN","LAS",8.6611,26752,90.8638,629.0000,3.2387,0.4862,3.3744,0.0085,7.2245
"DEN","LAX",6.7814,32838,119.2897,862.0000,3.5683,0.5042,2.7519,0.0043,5.7804
"DEN","LGA",13.6012,12180,192.1588,1619.0000,3.0361,0.4126,9.2511,0.0016,7.3189
"DEN","LIH",9.7045,47,424.1136,3414.0000,18.4000,3.6000,7.7333,0.0000,20.4667
"DEN","MCI",10.0500,14443,71.8501,533.0000,3.4583,0.5942,2.5638,0.0134,8.9578
"DEN","MCO",7.8321,10780,183.0037,1545.0000,4.0227,0.3736,3.4690,0.0167,6.1663
"DEN","MDW",6.8269,7549,112.7323,895.0000,2.5656,0.9593,3.5312,0.0375,7.6242
"DEN","MIA",8.1227,6456,200.9382,1709.0000,4.7546,0.4477,3.5718,0.0115,4.4391
"DEN","MSO",11.8681,235,100.0979,679.0000,26.4603,0.2540,4.4444,0.0000,25.6508
"DEN","MSP",9.0850,11336,92.4658,680.0000,3.3875,0.4609,3.2237,0.0000,6.8024
"DEN","MSY",8.8440,6090,130.5449,1062.0000,4.3336,0.4662,2.8611,0.0000,6.9850
"DEN","MTJ",13.7931,175,38.2471,197.0000,8.5899,0.4460,4.2806,0.0000,5.4388
"DEN","OAK",7.2566,13541,134.0446,957.0000,3.4521,0.3767,2.3216,0.0025,7.7616
"DEN","OGG",22.6426,270,408.4525,3303.0000,15.8951,3.7346,7.8889,0.0000,14.8025
"DEN","OKC",8.4979,8602,69.0750,495.0000,3.9208,0.6025,2.3111,0.0000,7.5165
"DEN","OMA",10.4201,11051,62.7032,472.0000,3.9101,0.4298,2.2462,0.0050,9.2429
"DEN","ONT",8.8276,9242,111.9679,819.0000,3.8059,0.4215,2.4628,0.0029,7.0135
"DEN","ORD",12.9763,40315,113.9928,888.0000,3.6208,0.6145,8.9738,0.0041,6.2255
"DEN","PDX",11.3070,12611,140.0318,992.0000,4.4084,0.4944,2.5537,0.0000,8.6742
"DEN","PHL",13.8196,8789,185.7104,1557.0000,4.2198,0.6462,7.7541,0.0068,7.3188
"DEN","PHX",8.0872,21218,89.5425,602.0000,3.1892,0.3725,2.7540,0.0144,7.2331
"DEN","PIT",11.0881,2955,155.5482,1290.0000,4.5776,0.6485,2.3702,0.0000,8.8705
"DEN","PSP",7.4269,340,111.6090,776.0000,5.9392,0.0663,4.2265,0.0000,11.2376
"DEN","RDU",7.8982,722,173.7238,1436.0000,7.9682,0.9947,5.8886,0.0000,11.3846
"DEN","RNO",9.6194,7430,113.6137,804.0000,4.4491,0.5149,2.3348,0.0000,7.5976
"DEN","ROC",NULL,1,NULL,1413.0000,NULL,NULL,NULL,NULL,NULL
"DEN","SAN",8.8815,13656,118.4287,853.0000,4.2025,0.4588,2.8725,0.0005,7.6107
"DEN","SAT",6.9872,5542,104.9018,794.0000,3.8549,0.3711,2.3116,0.0000,6.4187
"DEN","SEA",10.3939,16633,146.2284,1024.0000,4.0869,0.4368,2.9555,0.0022,8.7219
"DEN","SFO",10.8935,22071,132.5316,967.0000,4.1199,0.5100,5.4211,0.0042,6.4787
"DEN","SJC",8.5324,12441,134.1778,948.0000,3.8694,0.4079,2.3624,0.0000,8.2024
"DEN","SLC",7.1563,20853,65.0393,391.0000,3.0981,0.2953,2.5946,0.0060,6.1766
"DEN","SMF",9.2537,11531,127.8077,910.0000,3.8022,0.3907,2.2728,0.0000,7.7057
"DEN","SNA",7.2747,11351,117.0668,846.0000,3.0315,0.3914,2.6883,0.0018,6.4490
"DEN","STL",2.9519,7732,97.9621,770.0000,2.9155,0.4922,2.1346,0.0000,5.2576
"DEN","TPA",9.8607,6901,177.8531,1506.0000,4.1851,0.4394,3.5750,0.0000,7.1449
"DEN","TUL",8.8813,5168,71.9689,541.0000,4.1479,0.4078,2.4796,0.0138,8.1356
"DEN","TUS",6.4469,2722,94.5006,639.0000,3.5204,0.4241,2.2639,0.0000,5.0491
"DFW","ABQ",8.8701,16865,83.6971,569.0000,3.9596,1.8121,2.2362,0.0074,5.2706
"DFW","ANC",25.4118,733,378.1218,3043.0000,10.2260,4.5170,5.4985,0.0681,9.3297
"DFW","ATL",9.9458,45992,98.8503,732.0000,2.8905,0.9486,7.6931,0.0087,4.0789
"DFW","AUS",9.1324,30934,34.0410,190.0000,3.9199,1.9367,2.2587,0.0079,5.5326
"DFW","BDL",8.1409,6837,177.0993,1471.0000,4.0445,1.5428,3.2255,0.0053,3.7350
"DFW","BHM",8.0980,7113,77.7914,597.0000,3.9114,1.7450,2.5509,0.0111,5.3584
"DFW","BNA",7.0686,16109,82.1478,631.0000,3.8014,1.5523,2.3918,0.0117,4.8031
"DFW","BOS",7.6958,21315,189.1307,1562.0000,3.6182,1.4451,6.1305,0.0078,3.7243
"DFW","BTR",7.5744,245,55.0455,383.0000,4.0571,0.5592,1.7837,0.0000,2.1184
"DFW","BUF",-5.0000,5,144.0000,1212.0000,NULL,NULL,NULL,NULL,NULL
"DFW","BUR",8.7151,8600,174.3767,1231.0000,4.7102,1.6854,2.7112,0.0034,4.7156
"DFW","BWI",7.6332,15180,148.2834,1217.0000,4.3079,1.7553,2.8913,0.0131,4.2238
"DFW","CLE",-4.8861,324,125.6582,1021.0000,NULL,NULL,NULL,NULL,NULL
"DFW","CLT",7.2805,10261,119.1576,936.0000,4.0874,1.5421,3.3016,0.0299,4.3406
"DFW","CMH",6.1202,7507,117.0300,927.0000,4.0258,1.3420,2.2801,0.0018,4.2696
"DFW","COS",8.6028,12172,87.5295,592.0000,4.1814,1.7128,2.0287,0.0096,5.2244
"DFW","CVG",1.7042,4098,108.3094,812.0000,2.3789,0.1357,1.5575,0.0243,1.1968
"DFW","DAY",9.1922,4887,109.6644,861.0000,4.4142,2.0349,2.4036,0.0063,6.0642
"DFW","DCA",8.6107,22270,144.7951,1192.0000,4.0192,1.5689,3.8992,0.0091,4.4582
"DFW","DEN",8.4564,37029,95.8749,641.0000,3.7041,1.2936,2.6878,0.0106,5.4975
"DFW","DSM",-1.3425,929,87.4037,624.0000,2.7521,1.1178,0.9545,0.0000,3.0806
"DFW","DTW",6.8275,12710,128.9515,987.0000,4.1361,1.4594,2.6612,0.0087,4.2215
"DFW","EGE",21.3293,2367,113.7438,720.0000,12.1828,3.2496,5.1325,0.0294,6.8675
"DFW","ELP",10.0525,16178,79.2633,551.0000,4.4174,1.9785,2.2739,0.0098,5.9595
"DFW","EWR",16.0758,14382,175.1574,1372.0000,3.0249,1.2876,13.9224,0.0100,4.3181
"DFW","FAT",10.7186,4572,182.6391,1313.0000,4.5970,2.1940,2.6216,0.0088,6.1711
"DFW","FLL",9.3276,16330,139.5747,1119.0000,4.9961,1.9227,3.3324,0.0197,4.7510
"DFW","GSO",8.7601,802,126.3346,999.0000,4.1955,1.4121,3.6803,0.0167,3.8955
"DFW","GUC",19.1680,372,103.5124,678.0000,15.0844,1.4253,3.4416,0.0000,5.7695
"DFW","HDN",9.7038,759,116.7378,769.0000,8.0697,1.2770,2.9164,0.0000,3.7056
